timestamp,pub_timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,publisher_id,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
1771685725408000,1771685725408000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725416000,1771685725416000,0,47.397742199999996,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725424000,1771685725424000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725432000,1771685725432000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725440000,1771685725440000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725448000,1771685725448000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725456000,1771685725456000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725464000,1771685725464000,0,47.397742199999996,8.545594699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725472000,1771685725472000,0,47.397742099999995,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725480000,1771685725480000,0,47.397742099999995,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725488000,1771685725488000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725496000,1771685725496000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725504000,1771685725504000,0,47.3977423,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725512000,1771685725512000,0,47.397742199999996,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725520000,1771685725520000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725528000,1771685725528000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725536000,1771685725536000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725544000,1771685725544000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725552000,1771685725552000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725560000,1771685725560000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725568000,1771685725568000,0,47.397742199999996,8.545594699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725576000,1771685725576000,0,47.397742199999996,8.545594699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725584000,1771685725584000,0,47.397742199999996,8.545594699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725592000,1771685725592000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725600000,1771685725600000,0,47.397742199999996,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725608000,1771685725608000,0,47.397742199999996,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725616000,1771685725616000,0,47.397742099999995,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725624000,1771685725624000,0,47.397742099999995,8.5455946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725632000,1771685725632000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725640000,1771685725640000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725648000,1771685725648000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725656000,1771685725656000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725664000,1771685725664000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725672000,1771685725672000,0,47.397742099999995,8.5455945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725680000,1771685725680000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725688000,1771685725688000,0,47.397742099999995,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725696000,1771685725696000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725704000,1771685725704000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725712000,1771685725712000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725720000,1771685725720000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725728000,1771685725728000,0,47.397742199999996,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725736000,1771685725736000,0,47.397742199999996,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725744000,1771685725744000,0,47.397742199999996,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725752000,1771685725752000,0,47.397742199999996,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725760000,1771685725760000,0,47.397742199999996,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725768000,1771685725768000,0,47.397742199999996,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725776000,1771685725776000,0,47.397742199999996,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725784000,1771685725784000,0,47.397742199999996,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725792000,1771685725792000,0,47.397742099999995,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725800000,1771685725800000,0,47.397742099999995,8.5455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725808000,1771685725808000,0,47.397742099999995,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725816000,1771685725816000,0,47.397742099999995,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725824000,1771685725824000,0,47.397742099999995,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725832000,1771685725832000,0,47.397742199999996,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725840000,1771685725840000,0,47.397742199999996,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725848000,1771685725848000,0,47.397742199999996,8.5455943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725856000,1771685725856000,0,47.3977423,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725864000,1771685725864000,0,47.3977423,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
1771685725872000,1771685725872000,0,47.3977423,8.545594399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0
